full_text,sentiment
dalam menghadapi tantangan perubahan iklim dan kebutuhan pasar yang terus berkembang sektor pertanian termasuk budidaya kelapa perlu beradaptasi dengan cepat sumber berita    el klemer king indo komeng presiden afc ,positive
 ketu koplak klo perlu hiburan cari tempat hiburan lah ngapain nanggep bang komeng cuma jadi lucuan nghibur anggota lain,neutral
komeng bersuara dalam sidang dpd namun justru direspon dengan lelucon oleh pimpinan sidang padahal dalam forum tersebut komeng hadir sebagai perwakilan daerah bukan dalam kapasitasnya sebagai komedian  ,neutral
 itu untuk memastikan agar komeng terus bercocok tanam ,positive
tikus berdasi berkata pak komeng anda ditempatkan di komisi ii itu karena teman² yg di komisi ii yakni pertanian butuh hiburan rakyat selama ini kerja kalian tidur ,negative
  yang bener itu bang komeng pernah kecelakaan ,positive
 done sir zgzfylgncdhcapabnvvyzlcfnxwrbewmflqmry,positive
 si komeng msh wajar lha si tukang kayu koq bisanya jd presiden,positive
 bang komengdi situ abang cuma di anggap hiburan  ternyata,neutral
 mantap bang momengseharusnya begitu berani menyuarakanamg bang komeng amanahkrn banyak mafia d sana takutnya komeng nnti sendiri g ada temenjatuhnya nnt orang jujur yg malah jadi oknum,positive
 komeng dijadiin lawakan sm dpr,positive
apa bener kalo minum temulawak bakal ketemu komeng sule adul,neutral
 setelah investigasi terbukti bahwa wasit joseph lamptey melakukan manipulasi lalu di adakan pertandingan ulang pada  november  yang hasilnya senegal lolos ke piala dunia  di rusia,negative
 setelah pertandingan  november  senegal vs afrika selatan federasi sepak bola senegal mengajukan banding protes resmi ke fifa karena keputsan wasit yang kontroversial setelah masuk banding fifa melakukan investigasi terhadap pertandingan,negative
anggota dewan perwakilan daerah dpd asal jawa barat alfiansyah bustami atau yang dikenal dengan komeng menjelaskan bahwa dirinya bingung setelah ditempatkan di komite ii komite tersebut membidangai terkait sda dan ekonomi termasuk di dalamnya soal pertanian secara jujur ,neutral
butuh banyak orangorang vokal dan jujur seperti komeng,negative
 ya allah bahkan komeng pun ngalamin kayak elu,negative
 lucu terus nih komeng,positive
 wasit lu kek kontol rambut sama otak samasama gak ada,negative
  masih mending komeng,neutral
 ini min ,neutral
 apakah mereka yg di dalam ditempatkan tidak sesuai dengan bidangnya lalu kenapa diam saja atau jangan tak kompeten di bidang apapun wajah parlemen negeri ini sedikit terkuak berkat pak komeng rasanya kita harus berterima kasih ke warga jabar yg telah memilihnya,positive
 betul komeng masa bukan ahlinya malah di tempatkan di situ makanya indonesia gak maju ,negative
 mundur aja bng komeng hibur jmasyarakat,negative
komeng kan protes halus karena dia kira akan ditempatkan di bidang keahliannya tapi gue memahaminya dari dulu kalau jadi anggota dpr tuh emang harus siap ditunjuk bertanggung jawab di bidang apapun gimanasi mestinya,neutral
  bisa jadi yg nempatin komeng itu ga tau nama benernya komeng siapa ,negative
 contoh orang goblok klo dikasih jabatan kek gitu tuh bang komeng udah bilang tidak dalam bidangnya malah jawabannya biar ada hiburan tolol yang kek gini diharapkan agar indonesia maju sampe kucing bertelur juga klo yang punya jabatan modelan gini kaga maju² indonesia tolollll,negative
 anggap ini tantangan buat bang komengtapi jangan sampai ikut ikutan bodoh ya pak ,positive
 komeng kaya g paham aja siapa yg jd mendikbud dia ahli apa coba,negative
 komeng doang wakil rakyat yg otaknya berfungsi dengan baik yg lain korslet,negative
 om dipantau pantau teh asa resep lembur wae,negative
 ketua dewan lebih pintar ngelawak dari bang komeng,positive
 sama joko menhan ditugaskan mengelola kebun singkong kagak nyambung jadinya bravo komeng,neutral
komeng anjay mau hiburan bayarannya laen buosss gw di sini dibayarnya jadi wakil rakyat,neutral
 betul sis thnjokowi prabowolanjutkan sukses menciptakan iklim politik yang sejuk mendukung jalannya pembangunan pemerintahan kebaikan kadang tak terlihat ,positive
  lu ngerti maksud omongan komeng gak sih tulul,negative
 tidak perlu merasa kurang sreg bang komeng karena abang masih bisa menyalurkan bakat dan minat yaitu dalam budaya bercocoktanam dan seni meramal cuaca ,positive
 betul sis thnjokowi prabowolanjutkan sukses menciptakan iklim politik yang sejuk mendukung jalannya pembangunan pemerintahan kebaikan kadang tak terlihat,positive
ternyata anggota legislatif tidak sepintar itu yaaa ya gimana mau maju yaak lha rata² semua itu posisinya ga sesuai bidangnyaa masak yg dri awal komeng mau berjuang di seni eh ditempatin di pertanian anjiir,neutral
cagub mas pram berkunjung ke kawasan cipinang melayu jakarta timur jumat  untuk meninjau kali sunter mas pramono juga menyapa warga melakukan dialog dengan warga setempat  el klemer fifa rcti shayne nathan arab ahmed al kaf komeng ,positive
 takut komeng terlalu bersuara membela rakyat dan terlalu bagus kerjanya makannya disimpen di tempat yg dia ga paham emg licik bgt org legislatif,negative
 harusnya komeng yang cocok jadi ketua disitu dia lebih cerdas dari bapak yg satu itu sadar dengan kemampuannya disamping itu saya rasa komeng pantas jadi ketua kalau dilihat dari perolehan suaranya saat pemilu,negative
  komedian klau iq nya tinggi ya bg komeng ini pasti dapat aja jokes nya yg spontan bgtu wkwkw,positive
  eouejccutassfaayimqwzhksmkrwmecvtpufta,positive
  biasa nya gen z yg komen bgni klo yg sering nonton bng komeng di tv apalagi acara sahur pasti udah tau klo jalan nya mmg bgtu,neutral
 lucu kaya komeng deh ,positive
 dari sebegitu banyak anggota dewan yang terhormat paling cerdas emang komeng,negative
 mantap komeng itu ketua dpd naruh orang tidak sesuai dikapabilitasnya asal taruh beruntung ada komeng ini yg berani bersuara apakah ino kenyataan bahwa anggota dewan itu bekerja tidak pada bidangnya,positive
itb adalah rumah mas pram dan anakanak itb adalah keluarga mas pram anak itb pasti pilih pram dari acara senandung riang anak ganesha bareng mas pram  oktober akuatik gbk  el klemer fifa rcti shayne nathan arab ahmed al kaf komeng ,positive
 padahal bang komeng dari awal sudah protes keahlian saya bukan disini kenapa saya dimasukkan kesini kata pimpinannya biar ada hiburan ,neutral
 gini pak komeng kebanyakan anggota dpd bahkan dpr kalau ditempatkan di bukan kompetensinya mereka diam aja malah ketawa haha hihikarena dipikirin mereka yg penting dapet gaji dan tunjangan sana sini penempatan ma persetan ga ada urusan,negative
  emang komeng masuk dpd buat menghibur kalian pada tolol emang wakil rakyat nih,neutral
 statement ini menggambarkan bahwa komeng itu orangnya jujur kalau orang tidak jujur ditugaskan apa aja pasti mau bisa gak bisa urusan belakang yang penting ada uangnya,negative
harusnya yang dikasih tau bukannya ketawa tp malu bang komeng nyindir dan buka suara gimana bobroknya pemerintahan seseorang punya passion di bidang masing malah ditempatkan di bid yg bukan keahliannya trus dituntut harus bisa dan cepat belajar ,positive
komeng kalah lucu,positive
 kita jadi tau di dalam kek mana ya bang komeng terimakasih ,neutral
 sehat selalu bang komeng ,positive
 salut bang komeng yg jd pimpinan goblok,positive
 bener bang komeng lah tempatkan ahlinya di bidangnya biar tdk tambah hancur negeri,negative
   emand komeng jadi dpd misalnya,neutral
  ya emang wakilnya komeng doang kan ada yg lain tempatkan orang sesuai bidang dan keahliannya,negative
 pemerintah tolol wes reti komeng ki seniman malah arep diawur penempatan e,negative
 bang komeng itu terpilih sebagai wakil rakyat jawa barat di dpd ri rakyat jawa barat lebih banyak hidup dari sektor pertanian banyak rakyat jawa barat bergantung ke wakilnya komeng agar sektor pertanian lebih baik artinya komeng harus punyadidukung staf ahli yg mumpuni,neutral
 bang komeng bakal paham knp desa di negri ini banyak yg di bawah garis kemiskinan orang yg menangai pekerjaannya tidak kridibel dan tidak paham itu kayanya di sengaja biar tambah bobrok,negative
 komeng udah waras pimpinan nya yg gila,positive
 komeng seorang komedian sekarang punya jabatan tapi ucapan dan pemikirannya serius gak ngelawak,negative
 ini bukan komeng yg ngelawak tapi pimpinannya yg kocak ,positive
 mantabs komeng stidak ny dia paham ttg apabila sesuatu urusan tdk d handle oleh org yg paham d bidang ny maka tunggulah kehancuran ny ,negative
 absurd ngak si lo anggota dpr bilang komeng untuk hiburan wtf apakah rakyat bisa percaya dengan para dewan terhormat dg statement dirapat seperti itu,neutral
 gue jadi komeng sih tersinggung ya dianggap badut,negative
 menyala bang komeng,positive
 orang takut kalau dia masuk di bidangnya yang lain ga bsa mainin anggaran takut di bacotin komeng mmg negeri sulap ini,negative
 bang komeng itu terpilih sebagai wakil rakyat jawa barat di dpd ri rakyat jawa barat lebih banyak hidup dari sektor pertanian banyak rakyat jawa barat bergantung ke wakilnya komeng agar sektor pertanian lebih baik artinya komeng harus punyadidukung staf ahli yg mumpuni,neutral
 bang komeng itu terpilih sebagai wakil rakyat jawa barat di dpd ri rakyat jawa barat lebih banyak hidup dari sektor pertanian banyak rakyat jawa barat bergantung ke wakilnya komeng agar sektor pertanian lebih baik artinya komeng harus punyadidukung staf ahli yg mumpuni,neutral
ini komeng lagi sarkas ,negative
 nah bener sih komengharusnya memang seseorang di tempatkan sesuai keahliannyaemang yg dasar beg yg nempatinnya aja pimpinan gemblu mirip sama presidennya  thn nempatin mentrix gak pas sm bidangnya,positive
 menjadi seorang pelawak seperti komeng selalu saja bisa mengundang tawa orang hanya dengan omongan dan celetukan nya tidak kasar dan menggunakan bercanda phisik  sesuatu hal yg tidak semua orang bisa lakukan didepan orang banyak perlu bakat dan pintar,positive
 itu kan muslihat pejabat senior komeng kan dipilih rakyat gak pake duit jadi mereka pejabat keparat tuh takut kalo komeng jadi idealis amp bela rakyat maka sengaja di beri komisi yg bukan tempatnya dgn harapan kerja beliau berantakan,negative
 mantab udah paling tepat yang nyoblos komeng,positive
tenyata komeng bisa kalah lucu,positive
saya pikir gak ada yang lucu dari pernyataan komeng ini malah masalah serius pejabat ditempatkan tidak pada kapasitasnya ya hancur negara kalian kalian malah ketawa bodoh,negative
 keren komeng,positive
 apabila suatu urusan diserahkan bukan kepada ahlinya maka tunggulah terjadinya kiamat hr albukhari menyala bang komeng ,positive
 klo komeng mundur berarti pemerintah lebih lawak dr pelawak yah walau kita sudah sama tau,negative
 secara tidak langsung komeng meng kritik pemerintah yg seolah olah sengaja menempatkan orang yg tidak sesuai bidangnya ,negative
 pertanyaan bang komeng emang cerdas mana ada orang bisa mempelajari pertanian dgn cepat semua butuh proses ipb aja butuh  tahun,neutral
 orang kerja di kantor itu harus ada ijazah pengalaman skill penempatan sesuai ngurus rakyat harus faktor elektoral udah itu aja ngurus rakyat nggak perlu serius komeng itukan seniman harusnya sesuaikan dengan keahlian nya masa ikan disuruh terbang indosir kali ah,neutral
 semoga pak ketua bisa lebih pinter dan efisien menempatkan orang ada budayawan yg bagus kayak komeng malah mau ditaro pertanian bwodoh,positive
